smiles,solvent,ex (nm)
CC1(C)C2=C(C=C(CN)CN)CCCN2c2ccccc21,CCCCCC,449.0
C(=C/c1cnc2ccccc2n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CS(=O)C,436.0
COc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N(C)C)ccc23)cc1OC,O,525.0
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,C1CCCCC1,418.0
NCc1ccc(-c2nc3ncccn3n2)cc1,C(Cl)Cl,296.0
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,504.0
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccc4ccccc4c2-3)cc1,C1CCOC1,392.0
Cc1cc(=O)oc2cc(-c3cn(Cc4ccccc4)nn3)ccc12,CCO,329.0
O=C1C=C(Nc2ccccc2)CCC1,C1CCCCC1,295.0
O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,CCCCCC,434.0
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccc4ccccc34)c2N=C2C(c3cccc4ccccc34)=CC(c3cccs3)=[N+]21,C(Cl)(Cl)Cl,716.0
Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-c3ccccc3)cc2)n1,CN(C)C=O,341.0
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(Cl)c2)c1C(=O)OCC,C(Cl)Cl,325.0
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CC#N,508.0
Oc1ccccc1/C=N/c1ccc(Cn2cncn2)cc1,CCOCC,287.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(C4=C([O-])/C(=C\C5=[N+](CCCC)c6ccc(C(=O)O)cc6C5(C)C)C4=O)c4c3OCCO4)cc2)cc1,CCO,691.0
Cc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(O)c1,C(Cl)Cl,393.0
CCCCCCOc1cc(-n2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5cn(-c6cc(OCCCCCC)c(/C=C(/CN)C(=O)O)cc6OCCCCCC)nn5)cc4)cc3)nn2)c(OCCCCCC)cc1/C=C(/CN)C(=O)O,C1COCCO1,405.0
Fc1ccc(-c2cccc3cnc(-c4ccccc4)n23)cc1,C(Cl)Cl,336.0
CCCCCCCCn1nc2c(-c3ccc(C(=O)O)s3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(-c4cccc5c4C4C6CCC(C6)C4N5c4ccccc4)s3)c2n1,C(Cl)Cl,617.0
NCc1nn(-c2ccccc2)nc1N1CCCC1,CC#N,340.0
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccc(C)cc1,CC1=CC=CC=C1,359.0
CCCCCCCCN1C(=O)/C(=c2\s/c(=c3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)sc(=O)n3CC(=O)O)c(=O)n2-c2ccccc2)SC1=S,C(Cl)(Cl)Cl,570.0
CCN(CC)c1ccc2c(c1)C(C)(C)c1cc(-c3oc4ccccc4c(=O)c3OC)ccc1-2,CC(=O)C,405.0
COCCN(CCOC)c1ccc(/C=C/c2sc3c4nc(C)sc4ccc3[n+]2C)cc1,CO,533.0
COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,CC1=CC=CC=C1,484.0
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CC#N,377.0
CCCCCCCCN1C(=O)C2=C(c3ccc(-c4sc(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)c5c4OCCO5)cc3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(/C=C(/CN)C(=O)O)cc2)cc1,C1CCOC1,520.0
Cc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,CN(C)C=O,419.0
O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2ccccc2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,CCOC(=O)C,366.0
CCCCn1c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c2ccc3c4cc(-c5ccc(C(F)(F)F)cc5)ccc4n(CCCC)c3c21,C(Cl)(Cl)Cl,301.0
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C(\C)c2ccccc2)cc1,CS(=O)C,385.0
CSc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N)ccc23)cc1,O,505.0
O=C(O)CCCCCNC(=O)c1ccc(-c2c3ccc(O)cc3[o+]c3cc(O)ccc23)c(C(=O)O)c1,O,494.0
O=C1/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)S(=O)(=O)c2ccccc21,C1CCOC1,473.0
COc1ccc2nc3nc4c(cc3cc2c1)-c1ccccc1C4,CC(=O)C,373.0
c1ccc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)cc1,C(Cl)Cl,393.0
CCC1=C(C)C2=C(c3ccc(-n4cc(-c5ccccn5)[n+](C)n4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,531.0
Nc1ccc2c(-c3ccc(Cl)s3)c3ccc(=[NH2+])cc-3oc2c1,O,525.0
COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,C(Cl)Cl,503.0
NC/C(=C\C=C\c1ccccc1)c1ccccc1,C1CCOC1,343.0
CN(C)c1ccc(/C=C/c2cc[n+](CCCS(=O)(=O)[O-])c3ccccc23)cc1,CO,547.0
CC1=CC(C)=[N+]2C1=C(c1ccc(-c3ccc(N)cc3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,498.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)-c1ccccc1C3,CCO,524.0
CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C(Cl)(Cl)Cl,344.0
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccc(CN)cc3)ccc21,C1CCOC1,383.0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CS(=O)C,352.0
CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,CN(C)C=O,641.0
NCc1ccc(CCc2ccc(CCc3ccc(CCc4ccccc4CN)cc3CN)cc2CN)cc1,CN(C)C=O,357.0
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCCCC1,501.0
CC1=C(C=CC(=O)C=C(O)c2ccccc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CN(C)C=O,543.0
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CCO,346.0
CCCCCCCCCCCCc1cc(-c2cc3sc4cc(-c5cc(CCCCCCCCCCCC)c(-c6ccc(N(c7ccccc7)c7ccc(/C=C(\CN)C(=O)O)cc7)cc6)s5)sc4c3s2)sc1-c1ccc(N(c2ccccc2)c2ccc(/C=C(\CN)C(=O)O)cc2)cc1,C1CCOC1,438.0
CN1c2ccccc2C(O)(c2ccccc2)c2cc([N+](=O)[O-])ccc21,CO,396.0
CCC1=C(C)C2=C(c3ccc(OCCCN=NN)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)(Cl)Cl,526.0
CC(C)[Si](CCc1c2ccccc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,CCCCCC,570.0
COc1cc(C)c(-c2ccc(C)cc2C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cc(C)ccc5-c5cc(OC)c(OC)cc5C)cn4[B-](F)(F)[N+]3=C2)cc1OC,C(Cl)(Cl)Cl,580.0
O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,C1CCCCC1,355.0
COc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1O,CC#N,494.0
COc1ccc(C2=[N+]3C(=Nc4c(-c5cc(OC)c(OC)c(OC)c5)c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3cc(OC)c(OC)c(OC)c3)=C2c2ccc(C(C)(C)C)cc2)cc1,CC1=CC=CC=C1,694.0
CCN(CC)c1ccc(N=Nc2nc3ccc(C)cc3s2)c(O)c1,CO,532.0
COc1cc(/C=C/c2cc[n+](Cc3ccc(Br)cc3)cc2)ccc1O,CC#N,406.0
COC(=O)Cn1cc(-c2ccc3n2[B-](F)(F)[N+]2=C(C)C=C(C)C2=C3C)nn1,CO,520.0
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3cnccn3)cc2)cc1,C(Cl)Cl,420.0
COc1ccc(-c2c3nc(c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4ccc([nH]4)c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c5ccc2[nH]5)C=C4)C=C3)cc1,C1CCOC1,419.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Cl)cc2)cc1,CCOC(=O)C,357.0
COc1ccc(CCc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CC#N,407.0
Cn1c2cc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)ccc2c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)cc21,C(Cl)Cl,406.0
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,CCO,308.0
CCN(CC)c1ccc2cc(/C=C/C(O)=C/C(C)=O)c(=O)oc2c1,C(Cl)(Cl)Cl,455.0
COc1ccc(C2=CC(c3ccc4ccccc4c3)=[O+][B-](C(C)=O)(C(C)=O)O2)cc1,C(Cl)(Cl)(Cl)Cl,413.0
Cc1ccc(-c2cc(-c3ccc(C)cc3)c(CN)c(=O)[nH]2)cc1,CCOC(=O)C,374.0
CN(C)c1nc(-c2ccc(Br)cc2)c(-c2ccc([N+](=O)[O-])s2)s1,C1CCOC1,469.0
NC/C(=C\C=C\c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,420.0
c1cc2ccc1CCCc1cc3c(cc1CCCc1ccc(c4nsnc14)CCC3)CCC2,CC#N,403.0
CC(C)(C)c1ccc(Oc2c(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c(=O)oc(=O)c6c(Oc7ccc(C(C)(C)C)cc7)c(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)cc8c(=O)oc(=O)c2c8c73)c4c56)cc1,C(Cl)(Cl)Cl,571.0
Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,O,322.0
COc1ccc(C2=[N+]3C(=C(c4ccc(C(=O)OCc5ccccc5)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,CC#N,583.0
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CN(C)C=O,395.0
O=C(O)CN1C(=O)/C(=C/c2ccc(N(c3ccc(/C=C4\SC(=S)N(CC(=O)O)C4=O)cc3)c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2)SC1=S,CN(C)C=O,476.0
CCC1(CC)c2cc(CCc3cc(CCc4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)c4ccc5c(CCc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)cc(CCc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)c6ccc3c4c65)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)Cl,504.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,533.0
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CC1=CC=CC=C1,573.0
CCCCC(CC)Cn1c2ccccc2c2cc(-c3ccc4c(c3)S(=O)(=O)c3cc(-c5ccc6c(c5)c5ccccc5n6CC(CC)CCCC)ccc3-4)ccc21,CC1=CC=CC=C1,379.0
CC1=CC(C)=[N+]2C1=C(CCl)c1c(C)cc(C)n1[B-]2(F)F,CO,523.0
COc1ccc(-c2nc(-c3ccc(C)cc3)c3ccccn23)cc1,C(Cl)(Cl)Cl,303.0
c1csc(CN[C@@H]2CCCC[C@H]2NCc2cccs2)c1,CO,350.0
CCCCCCCCCCOc1ccc(C2=C3C(C)=C(Br)C(C)=[N+]3[B-](F)(F)n3c(C)c(Br)c(C)c32)cc1,C(Cl)Cl,529.0
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CS(=O)C,487.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CCOC(=O)C,436.0
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C(Cl)(Cl)Cl,325.0
c1ccc2c(c1)-c1nccnc1-n1c-2nc2ccccc21,CC#N,354.0
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,360.0
CC(=O)c1ccn2c3c(c(-c4ccc(C(F)(F)F)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,CO,405.0
CCC1=C(C)C2=Cc3c4ccccc4c4n3[B-](c3cc[n+](C)cc3)(Oc3ccccc3-4)[N+]2=C1C,CO,621.0
O=C(O)c1ccc(CC/C2=c3\cc/c4n3[Zn]n3c(ccc3/C(N(c3ccccc3)c3ccccc3)=C3/C=CC(=N3)/C=4c3ccccc3)/C(c3ccccc3)=C3/C=CC2=N3)cc1,C1CCOC1,640.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC#N,329.0
CN(C)c1ccc2c(c1)C(C)(C)c1cc(C=C(CN)CN)ccc1-2,C(Cl)(Cl)Cl,486.0
COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,C1CCCCC1,287.0
COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc(OC)c1O,CS(=O)C,575.0
COc1nc(Cl)nc(Nc2ccc3c4c(cccc24)C(=O)c2ccccc2-3)n1,C1=CC=C(C=C1)Cl,418.0
CCCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,CC(=O)C,359.0
COc1ccc(C=CC2=[N+]3C(=C(c4c(F)c(F)c(F)c(F)c4F)c4c(C)cc(C=Cc5ccc(OC)cc5)n4[B-]3(F)F)C(C)=C2)cc1,C(Cl)Cl,668.0
CCOC(=O)C1CC(c2c(CN)c(C)nn2-c2ccccc2)=CN1c1ccc(Br)cc1,C1COCCO1,370.0
COc1ccc(-c2ccc(C(=Cc3ccc(-c4csc(C=C(CN)c5ccccc5)c4)cc3)CN)cc2)cc1,C1CCOC1,369.0
CCCCCCCCOc1ccc(-c2ccc(C(=Cc3ccc(N4c5ccc(-c6ncc(-c7ccc(/C=C(\CN)C(=O)O)s7)c7nc(-c8ccccc8)c(-c8ccccc8)nc67)cc5C5CCCC54)cc3)c3ccc(-c4ccc(OCCCCCCCC)cc4OCCCCCCCC)cc3)cc2)c(OCCCCCCCC)c1,C(Cl)Cl,557.0
CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(Oc1ccccc1)Oc1ccccc1,C(Cl)(Cl)Cl,506.0
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)c1C,CC1=CC=CC=C1,623.0
CCCCCCn1nc2c(-c3ccc(C=C(CN)C(=O)O)[se]3)ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)[se]3)c2n1,C1CCOC1,478.0
C(=C/c1ccc2ncnc(Nc3ccccc3)c2c1)\c1ccccc1,C(Cl)(Cl)Cl,341.0
CCN(CC)c1cc2c(c(-c3ccccc3C(=O)O)c1)C=c1cc3c(cc1O2)=[N+](CC)c1ccccc1S3,CCO,606.0
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,O,497.0
COc1ccc2c(c1)oc1c(-c3ccccc3)c3c4ccccc4n(C)c3cc12,CCO,337.0
CCOC(=O)c1ccn2c(c1)nc1ccccc12,C(Cl)Cl,248.0
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2CCc1ccccc1,O,680.0
c1ccc2c(c1)ccc1c3ccccc3ccc21,C(Cl)Cl,322.0
Clc1ccc(-c2cc(-c3nnc(-c4cccc(Br)c4)o3)n(Cc3ccc(Cl)nc3)n2)cc1,C(Cl)Cl,274.0
[C-][N+]c1ccc(-c2ccc(N)cc2)cc1,C1CCCCC1,302.0
C=Cc1cc2ccccc2oc1=O,CC#N,326.0
CC1(C)CC(/C=C/c2ccc(-n3cncn3)cc2)=CC(=C(CN)CN)C1,C(Cl)Cl,391.0
NCC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,CCCCCC,528.0
CCn1c(NCCCOC)c(/N=N/c2ccccc2[N+](=O)[O-])c(C)c(CN)c1=O,CCO,445.0
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC1=CC=CC=C1,316.0
COc1ccc(-c2c3ccc([nH]3)c3nc(c(-c4ccc([N+](=O)[O-])cc4)c4ccc([nH]4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4ccc2o4)C=C3)cc1,CC1=CC=CC=C1,448.0
CCCCCCCCCCCCOc1cc2c(=O)n(C3CCCCC3)c(=O)c3ccc4c5c(SCCCCCCCCCCCC)cc6c(=O)n(C7CCCCC7)c(=O)c7ccc(c1c4c32)c5c76,C(Cl)(Cl)Cl,568.0
CCOC(=O)c1c(O)c(N=Nc2ccccc2)c2ccccc2c1O,CS(=O)C,460.0
CC1=[N+]2C(=C(c3c4ccccc4c(C)c4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,514.0
CCN1CCCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3)C(C)=CC(C)(C)[N+]=2CC,CCO,647.0
CCCCCCn1c2ccccc2c2cc(-c3ccc(C=C(CN)C(=O)O)cc3F)ccc21,C(Cl)(Cl)Cl,400.0
COc1ccc(-c2c(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)n3c(c2-c2ccc(OC)cc2)c(C(C)=O)c2ccccc23)cc1,CS(=O)C,413.0
Cc1cc(C)c(C2=C3C=CC(Sc4ccc(Cl)cc4)=[N+]3[B-](F)(F)n3c(Sc4ccc(Cl)cc4)ccc32)c(C)c1,C(Cl)Cl,578.0
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C(Cl)(Cl)Cl,414.0
CCCCCCOc1ccc(-c2ccc3c(c2)Sc2cc(CC/C4=c5\cc/c(n5[Zn+])=C(\c5c(OCCC(CC)CCC)cccc5OCC(CC)CCCC)C5=N/C(=C(/CCc6ccc(C(=O)O)cc6)C6C=CC([N-]6)/C(c6c(OCC(CC)CCCC)cccc6OCC(CC)CCCC)=C6/C=CC4=N6)C=C5)ccc2N3CCCCCC)cc1,C1CCOC1,663.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c5sc6c7sc(C=C(CN)C(=O)O)cc7n(CCCCCC)c6c5n(CCCCCC)c4c3)cc2)cc1,C(Cl)Cl,519.0
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc3c2[nH]1,CS(=O)C,399.0
CCCCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCCCC)cc1C=C1c2ccccc2C=Cc2ccccc21,C1CCOC1,395.0
CC(=O)OC[C@H]1O[C@@H](SC2=[N+]3C(=C(c4ccc(C(=O)O)cc4)c4ccc(Cl)n4[B-]3(F)F)C=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CN(C)C=O,540.0
c1ccc2c(c1)-c1ccc3cccc4c5c6c7c(ccc8cccc(c5c-2c1c34)c87)-c1ccccc1-6,C(Cl)Cl,625.0
c1csc(-c2ccc(-c3cccs3)s2)c1,C(Cl)Cl,355.0
CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,CO,436.0
O=C(O)CCCCCOc1ccc(/C=C/c2ccc3n2[B-](F)(F)[n+]2c4n(c5ccccc52)[B-](F)(F)[N+]2=CC=CC2=C34)cc1,C(Cl)Cl,695.0
C=CCOC(=O)C(CN)=C1C=C(/C=C/c2ccc(N(C)C)cc2)OC(/C=C/c2ccc(N(C)C)cc2)=C1,C(Cl)(Cl)Cl,479.0
CC1(C)c2ccccc2N(c2ccc(-c3n[n+]4c(o3)-c3ccccc3O[B-]4(F)F)cc2)c2ccccc21,CCO,361.0
CCCCCCN(CCCCCC)c1ccc2cc3cc(C(=O)CC)ccc3cc2c1,CN(C)C=O,458.0
CCCCN1c2ccc(/C=C(\CN)C(=O)O)cc2Oc2cc(/C=C(\CN)C(=O)O)ccc21,C1CCOC1,498.0
Cc1ccc2cc3c(=O)n(C)c(=O)n(C)c3nc2c1,CC#N,353.0
Nc1cccc2cccc(N)c12,CC1=CC=CC=C1,334.0
C[Si](C)(C)O[Si]1(O[Si](C)(C)C)n2c3c4ccccc4c2/N=C2\N=C(/N=c4/c5ccccc5/c(n41)=N/C1=N/C(=N\3)c3ccccc31)c1ccccc12,CN(C)C=O,668.0
B1C=Cc2cc3c(cc2N1)C=CBN3,C1CCCCC1,357.0
CN(C)c1ccc(-c2nc(-c3ccc(CN)cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,C(Cl)Cl,397.0
Cn1c(=O)c2c(nc(/C=C/C(=O)OC(C)(C)C)n2C)n(C)c1=O,C(Cl)Cl,348.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C(Cl)Cl,348.0
Oc1ccc(C2=C3C(c4ccccc4)=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c(-c4ccccc4)cc(-c4ccccc4)c32)cc1,CCOC(=O)C,551.0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,522.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC1=CC=CC=C1,533.0
O=[N+]([O-])c1ccc(-c2sc(N3CCOCC3)nc2-c2ccccc2)o1,C1CCOC1,447.0
CN(C)c1ccc(/C=C/c2ccccn2)cc1,C1COCCO1,355.0
CCCCn1c(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4c(Oc5ccc(C(C)(C)C)cc5)c(Oc5ccc(C(C)(C)C)cc5)c5c(=O)n(CCCC)c(=O)c6cc(Oc7ccc(C(C)(C)C)cc7)c(c7c(Oc8ccc(C(C)(C)C)cc8)c(Oc8ccc(C(C)(C)C)cc8)c(c1=O)c2c37)c4c65,C(Cl)(Cl)Cl,570.0
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1CN,O,368.0
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)Cl,504.0
CCCCC(CC)CN1C(=O)/C(=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4ccc(/C=C(\CN)C(=O)O)s4)ccc32)c2ccc(-c3ccc4c(c3)C3CCCC3N4c3ccc(C)cc3)cc21,C(Cl)Cl,579.0
F[B-]1(F)n2c(c3cc4ccccc4cc3c2-c2ccccc2)C=C2c3cc4ccccc4cc3C(c3ccccc3)=[N+]21,C1CCCCC1,765.0
O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,C(Cl)(Cl)(Cl)Cl,306.0
NCc1nn(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc1-c1ccccc1,C1CCOC1,364.0
O=C(O)CCNc1cccc2ccccc12,CCO,330.0
CCC1=C(C=Cc2ccc(O)cc2)C2=C(c3ccc(C(=O)OC)cc3)c3c(C)c(CC)c(C=Cc4ccc(O)cc4)n3[B-](F)(F)[N+]2=C1C=Cc1ccc(O)cc1,CCO,658.0
CCCCCCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](C)c4ccccc4C3(C)C)C2=C(CN)CN)[Se]c2ccccc21,CCO,682.0
C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,CC(=O)C,406.0
CCN(CC)c1nc(-c2ccc(C)cc2)c(-c2ccc([N+](=O)[O-])s2)s1,C1CCOC1,482.0
COc1ccccc1C1=[N+]2C(=C(c3c(F)c(F)c(F)c(F)c3F)c3ccc(-c4ccccc4OC)n3[B-]2(F)F)C=C1,C(Cl)Cl,565.0
CCCCCCOc1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccc(OCCCCCC)cc4)c4ccc(-c5ccc(C=C(CN)C(=O)O)s5)cc4)cc3)cc2)c2ccc(-c3ccc(C=C(CN)C(=O)O)cc3)cc2)cc1,C1CCOC1,460.0
COc1ccc(-c2[o+]c3c4c(cc([N+](=O)[O-])cc4c(-c4ccc(OC)cc4)c4c5ccc(OC)cc5c(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)n34)c2-c2ccc(OC)cc2)cc1,C(Cl)Cl,587.0
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3ccccc3-4)cc21,CCOCC,345.0
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,552.0
CN1c2ccccc2Sc2cc(C=[N+]([O-])c3ccc(Br)cc3)ccc21,C(Cl)Cl,316.0
CC(C)(C)NC(=O)C(OC(=O)c1ccccc1)c1ccc(C2=C3C=CC(c4ccc([N+](=O)[O-])cc4)=[N+]3[B-](F)(F)n3cccc32)cc1F,C1CCOC1,539.0
