em,smiles,solvent
503.0,CC1(C)c2ccccc2N(c2ccc(-c3nn4c([o+]3)-c3ccccc3O[B-]4(F)F)cc2)c2ccccc21,CCOC(C)=O
,CCCCc1cc2c(c(O)c1OC)C(=O)c1[nH]c(C(=O)OC)cc(=O)c1C2=O,CO
372.0,c1ccc2c(c1)-c1cc(-n3c4ccccc4c4ccccc43)ccc1C21c2ccccc2-n2c3ccccc3c3cccc1c32,ClCCl
,CC(=O)OC1=C(C[C@@H](C)OC(C)=O)C(=O)c2ccc3c(C)c(C)cc(C)c3c2C1=O,CCOCC
496.0,N#C/C(=C\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)o1)C(=O)O,C1CCOC1
572.0,CC(=O)c1ccn2c3c(c(-c4ccc(O)cc4)c2c1)CN(CCCN=C(O)OC(C)(C)C)C3=O,CO
445.0,O=c1c2cc(F)c(O)cc2oc2cc(N3CCCCC3)c(F)cc12,CCO
586.0,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(/C=C/C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)c(C)n1[B-]2(F)F,C1CCOC1
412.0,Cc1cc(C)cc(N=C(O)c2sc(Br)nc2C)c1,ClC(Cl)Cl
,COc1cccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c1,C1CCOC1
,CCCCCCSC1=C(SCCCCCC)SC(=C2Cc3cc4nc(C#Cc5ccc(C(=O)O)cc5)c(C#Cc5ccc(C(=O)O)cc5)nc4cc3C2)S1,C1CCOC1
,O=C1C=CC(=O)N1c1ccc2oc3ccccc3c(=O)c2c1,ClC(Cl)Cl
530.0,COCCOCCN1C(=O)C2=C(c3ccc(Br)cc3)N(CCOCCOC)C(=O)C2=C1c1ccc(Br)cc1,ClCCl
500.0,CN(C)c1ccc(C(=O)Nc2ccccc2)cc1,C1CCOC1
527.0,N#C/C(=C\c1ccc(C#N)cc1)c1nc(-c2ccccc2)c(-c2ccccc2)s1,CC#N
,N#CC(=Cc1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1-c1c(F)c(F)c(F)c(F)c1F)C(=O)O,ClCCl
,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](c2c(O)cc3oc4cc(O)c(O)cc4c(=O)c3c2O)O[C@H](CO)[C@@H](O)[C@@H]1O,CO
457.0,N#Cc1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,ClCCl
382.0,CC(C)(C)c1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(C(C)(C)C)cc5)cc(c2-4)CC3)cc1,C1CCCCC1
,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4cnc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nsnc45)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,ClCCl
,Nc1c(C(=O)O)cc(O)c2c1C(=O)c1ccccc1C2=O,CO
600.0,CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C)CC,C1CCOC1
,CCOC(=O)c1cccc(-c2c3nc(cc4ccc([nH]4)c(-c4cccc(C(=O)OCC)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)c1,CS(C)=O
,COc1cc(O)c2oc3ccccc3c(=O)c2c1OC,CO
,CC1=CC(C)=[N+]2C1=C(c1ccc(-c3ccc(N)cc3)cc1)c1c(C)cc(C)n1[B-]2(F)F,c1ccccc1
,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCC#N
599.0,CNc1ccc2nc3cc(Cl)c(Cl)cc3nc2c1,CCO
410.0,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)CO
,Fc1c(F)c(F)c(-c2c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(cc5[nH]c2cc5-c2ccc(I)cc2)C=C4)C=C3)c(F)c1F,Cc1ccccc1
,CN1c2ccccc2C(=Cc2ccccc2)c2ccccc21,ClC(Cl)Cl
,CC1C2=C(CCCC2=O)N(C)C2=C1C(=O)CCC2,ClC(Cl)Cl
515.0,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CS(C)=O
423.0,C1=C(c2ccc(-c3cccs3)s2)CCCC1,c1ccncc1
559.0,COC(=O)c1ccn2c(NC3CCCCC3)c(/C=C/c3ccc(OC)cc3)nc2c1,CS(C)=O
669.0,CCCN1C(=CC=C(C=Cc2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,O
,Cc1cc(C)c(NC2C=Cc3c(ccc4ccccc34)O2)c(C)c1,CS(C)=O
617.0,CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1)CC,ClCCl
483.3,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,C1CCCCC1
,COc1cc(O)c(Cc2ccccc2O)c2c1C(=O)CC(c1ccc(O)cc1)O2,CO
,CC/N=c1/cc2oc3cc([NH2+]CC)c(C)cc3c(-c3ccccc3C(=O)OC)c-2cc1C,CCO
,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(NC(=O)[C@@H](N)Cc5cnc[nH]5)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CS(C)=O
730.0,CCCCOCCOCCn1c(/C=C/c2cc(OC)c(/C=C/c3cccn3CCOCCOCCOC)cc2OC)ccc1C1(SCCOCCOCCOC)C(=O)C(c2ccc(/C=C/c3cc(OC)c(/C=C/c4cccn4CCOCCOCCOC)cc3OC)n2CCOCCOCCOC)=C1O,O
,Oc1ccccc1-c1sc(-c2ccccc2)nc1O,C1COCCO1
,CC1=C(F)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(F)c5C)C(F)=C4C)c(F)c3C,ClCCl
,COc1c(O)cc(O)c2c1C(=O)c1c(O)cccc1C2=O,CO
,CCC1/C(=C/C=C/C2N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O
422.0,c1ccc2c3c(ccc2c1)C1(c2cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc2-c2ccc(-c4ccc5ccc6cccc7ccc4c5c67)cc21)c1ccc2ccccc2c1O3,ClC(Cl)Cl
,COc1ccc(Cc2c(C)c3ccc(-c4ccc(OC)cc4)oc-3cc2=O)cc1,CO
678.0,[NH2+]=c1cc2oc3cc(N4CCCC4)ccc3nc-2c2ccccc12,O
,CO[Si](OC)(OC)c1ccc(-c2ccc(-c3ccc(N(c4ccc5c(c4)-c4ccccc4C5(C)C)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3)s2)s1,C1CCOC1
,CC(C)(C)SC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CO
,O=C1C(Cl)=CC(=NS(=O)(=O)c2ccccc2)C=C1NS(=O)(=O)c1ccc(Cc2ccc(S(=O)(=O)NC3=CC(=NS(=O)(=O)c4ccccc4)C=C(Cl)C3=O)cc2)cc1,ClC(Cl)Cl
,COc1c(CC=C(C)C)cc(O)c2oc3cc(O)cc(O)c3c(=O)c12,CO
572.0,COC(=O)CCc1c(C)c(I)n2c1C=C1C(C)=C(C)C(=[I+])N1[B-]2(F)F,CCCCCC
545.0,CC#Cc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,ClCCl
460.0,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,ClC(Cl)Cl
630.0,COC(=O)c1ccc(C2=C3C(C)=C(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)C(C)=[N+]3[B-](F)(F)n3c(C)c(C#Cc4ccc(-c5cc(-c6ccccn6)nc(-c6ccccn6)c5)cc4)c(C)c32)cc1,C1COCCO1
,N#CC(=Cc1ccc(-c2ccc3c4c(cccc24)-c2c-3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3c2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)C(=O)O,ClCCl
666.0,CN(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3oc2=O)cc1,CS(C)=O
,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)OC)c5C)[C@](C)(CC(=O)OC)C4=O)[C@](C)(CC(=O)OC)C3=O,ClC(Cl)Cl
,CCCC(=O)C1=C(O)[C@@](C)(CC=C(C)C)C(O)=C(Cc2c(O)c3c(c(C(=O)CCC)c2O)OC(C)(C)C=C3)C1=O,CCO
821.0,CCN1CCN(CC)C2=C/C(=C3/C(=O)C(c4ccc5c(c4)N(CC)CCN5CC)=C3[O-])CC=C21,CO
,COc1ccc2c(c1)-c1nc(N)c(C#N)c(-c3cc(OC)c(OC)c(OC)c3)c1CC2,CC#N
373.0,c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC
,COc1ccc(N2c3ccccc3CCc3cc(C=C(C#N)C(=O)O)ccc32)cc1,CC#N
541.0,CC1=C(Cc2ccccc2)C(C)=[N+]2C1=Cc1c(C)c(Cc3ccccc3)c(C)n1[B-]2(F)F,CS(C)=O
493.0,Nc1ccc([O-])c(C(=O)O)c1,O
350.0,N#Cc1ccc(N)c(C#N)c1,CCCCCCC
369.0,Cc1cc(-n2c3ccccc3c3cc(C#N)ccc32)ccc1-c1ccc(S(=O)(=O)c2ccccc2)cc1C,CC#N
540.0,C#Cc1ccc(C2=C3C(C)=C(CC)C(C)=[N+]3[B-](F)(F)n3c(C)c(CC)c(C)c32)cc1,CCO
380.0,Cc1cc2c(o1)c(C)cc1ccc(=O)oc12,C1COCCO1
531.0,F[B-]1(F)n2cccc2C(c2ccccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc2)=C2C=CC=[N+]21,C1CCOC1
,O=C1C(=O)c2ccccc2-c2ccccc21,CCO
,COc1nc(N)c(Cc2ccccc2)nc1C,CO
,COc1cccc(C2C3=C(CC(C)(C)CC3=O)OC3=C2C(=O)CC(C)(C)C3)c1O,CC#N
556.0,O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,CCCCCC
416.0,CC1CCC(O)(c2ccc(-c3cccs3)s2)CC1,c1ccncc1
570.0,Cc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)cc1,O
,Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2)cc1,C1CCOC1
381.0,COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,CC#N
,CCCC[C@H](CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C(=O)O)cc4)s3)N(C[C@H](CC)CCCC)C(=O)C2=C1c1ccc(-c2cc3c(s2)-c2ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc2C3(c2ccc(C)cc2)c2ccc(C)cc2)s1,ClC(Cl)Cl
,CCCCCCc1cc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7sc(/C=C(\C#N)C(=O)O)c8c7OCCO8)s6)s5)cc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2sc(/C=C(/C#N)C(=O)O)c3c2OCCO3)s1,C1CCOC1
,N#Cc1cc2c3c(c1)c(=O)c(=O)c1cc(C#N)cc(c1-3)c(=O)c2=O,CN(C)C=O
,CC(=O)C(=O)c1ccccc1,CC#N
511.0,COCCOCCOCCOCC(COCCOCCOCCOC)COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OCC(COCCOCCOCCOC)COCCOCCOCCOC)c1,PBS
421.0,COc1ccc(-c2cn3cc(C)c[n+]3[n-]2)cc1,ClCCl
,CN(C)c1ccc2nc(Cc3ccccc3)c(=O)oc2c1,CCO
570.0,CN(C)c1ccc2c(-c3cccc(CN4CCCCC4)c3)c3ccc(=[NH2+])cc-3oc2c1,O
504.0,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,C1CCCCC1
385.0,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,Cc1ccccc1
,CN=C(S)N(C)CCN=c1c2ccccc2[nH]c2ccccc12,CO
401.0,CCOC(=O)c1ccc(-c2c3ccccc3nn2C)o1,ClCCl
,COc1ccc(C(c2ccc(OC)cc2)c2cc(C)c3cccccc2-3)cc1,ClCCl
616.0,C[O+]=C1C=CC(=C2c3cc(-c4ccccc4)c(-c4ccccc4)n3[B-](F)(F)n3c2cc(-c2ccccc2)c3-c2ccccc2)C=C1,Cc1ccccc1
618.0,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ClCCl
,CCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C/c4ccncc4)c4nsnc34)ccc21,ClCCl
416.0,Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O
,CC(O)=C(C(=O)OC(C)(C)C)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO
,COCCOCCOc1ccc(-c2c3nc(c(-c4ccc(OCCOCCOC)cc4)c4ccc([nH]4)c(-c4ccc(OC(C(=O)O)C(=O)O)cc4)c4nc(c(-c5ccc(OCCOCCOC)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl
,Cn1cc(C=C(C#N)c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)s2)c2ccccc21,ClC(Cl)Cl
,CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(C=Nc3ccc(N)cc3)c(C)n1[B-]2(F)F,ClCCl
479.0,c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCN(CC)CC
,CCC1=C(CC)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CC)c5CC)C(O)C4(CC)CC)c(CC)c3CC,ClCCl
536.0,CCC1=C(C)C2=C(c3ccc(COC(C)=O)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO
815.0,CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CS(C)=O
,Cc1ccc2cc3c4ccc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)cc4c4ccccc4n3c2c1,C1CCOC1
,CCN(CC)CCCC(C)N=c1c2ccccc2[nH]c2c(CS)cccc12,CO
577.0,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,ClC(Cl)Cl
623.0,CCCCCCC1(CCCCCC)c2cc(-c3ccc(C=C(C#N)C(=O)O)cc3)ccc2-c2ccc(N(c3ccc(CCCC)cc3)c3ccc(CCCC)cc3)cc21,ClCCl
565.0,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)cc3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2C)cc1,ClC(Cl)Cl
,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1
,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)cc1,ClCCl
550.0,Nc1ccc2c(-c3ccc(OC4CCCCO4)cc3)c3ccc(=[NH2+])cc-3sc2c1,O
,O=c1oc2ccccc2cc1Cc1ccc(O)c(Cl)c1,CCO
,COC(=O)c1c2ccccc2nc2cc(OC)ccc12,ClCCl
608.0,CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(Cl)cccc1Cl)CC,CO
566.0,CC/N=c1\ccc2c(-c3ccccc3C(=O)O)c3cc(C)c(NCC)cc3oc-2c1,O
,CN1C2=C(CC3=C1CCCC3=O)C(=O)CCC2,CO
511.5,CC1=CC(C)=[N+]2C1=C(/C=C/c1ccc(N=C(C)O)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N
353.0,C=CCOc1ccc(-c2nc3cc(C(N=C(O)OC(C)(C)C)C(=O)OC)ccc3o2)cc1,CO
,Cc1ccc(-n2s/c(=N/c3ccccc3)nc2Cc2ccccc2)cc1,CO
,COC1=C(O)c2c(n(C)c3ccccc3c2=O)C(C/C=C(\C)CCC=C(C)C)(OC)C1=O,CO
372.0,CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)ccc2-3)C(CC)(CC)c2ccccc2-1,CCCCCC
402.0,COc1ccc(-c2nc3ncccn3n2)cc1,ClCCl
430.0,O=c1oc2ccccc2cc1-c1ccc(-c2ccc(-c3cc4ccccc4oc3=O)cc2)cc1,ClCCl
,O=C(O)CCCCCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,CCO
,CCCCCCCCCCCCCCCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccccc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,ClC(Cl)Cl
400.0,CN(C)c1ccc(C(O)=Nc2ccc([N+](=O)[O-])cc2)cc1,C1CCOC1
,CCOC(=O)c1c(C(=O)OCC)c2cc(-c3ccncc3)ccn2c1C(=O)c1ccc(Br)cc1,CO
,COc1c(C)c(O)c(Cc2c(O)cc3c(c2O)C[C@H](O)[C@@H](c2ccc(O)c(O)c2)O3)c(O)c1C(=O)C(C)C,CO
,c1ccc(C(c2ccccc2)c2ccc3cccccc2-3)cc1,ClCCl
,CCCCCCN1c2ccc(-c3ccc(OC)cc3)cc2Sc2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc21,C1CCOC1
,COc1cccc2c1[C@H](O)Oc1c(O)cc(C(C)=O)c(O)c1-2,CC#N
546.0,O=[N+]([O-])c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c(Cc4ccccc4)ccc32)cc1,ClCCl
,CCOP(=O)(OCC)OCC1c2ccc(O)cc2Oc2cc(O)ccc21,CO
401.0,Cc1ccc(C(=O)/C=C2\C(O)=Nc3ccccc32)cc1C,CCCCO
590.0,CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C)CC,CCCCCC
,Cc1ccc(N2c3cc(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nsnc45)ccc3C3CCCC32)cc1,ClCCl
,CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)c4n[se]nc34)cc2)cc1,C1CCOC1
,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1-c1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3,CCO
,CC(=O)c1cc2ccc3ccccc3c2oc1=O,CC#N
,CO[C@H]1C2=C(C(=O)C(O)=C(CC(C)O)C2=O)[C@@]2(C)CC[C@H](OC(C)=O)[C@](C)(CO)[C@@H]2[C@@H]1O,CO
593.0,O=[N+]([O-])c1cccc(C2=[N+]3C(=C(c4c(Cl)cccc4Cl)c4ccc(-c5cccc([N+](=O)[O-])c5)n4[B-]3(F)F)C=C2)c1,CC#N
,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c1,c1ccncc1
572.0,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,ClC(Cl)(Cl)Cl
510.0,COC(=O)c1ccc(-c2cn3ccc[n+]3[n-]2)cc1,ClCCl
640.0,COC1=C/C(=C\C=C2C=CN(Cc3ccc(Br)cc3)C=C2)C=CC1=O,CCCCO
,CC(C)C[C@@H]1c2c(O)c(C=O)c(O)c(C=O)c2O[C@@]2(C)C=CC(C(C)C)C[C@@H]12,CCO
,Clc1ccccc1-n1s/c(=N/c2ccccc2)nc1Cc1ccccc1,CO
,COc1c(O)ccc2c(=O)c3c(O)cc(O)c(CC=C(C)C)c3n(C)c12,CO
576.0,CCN(CCCS(=O)(=O)[O-])c1ccc2c(-c3ccc(C(O)=NCCCCCC(=O)O)cc3C(=O)O)c3ccc(N(CC)CCCS(=O)(=O)O)cc3[o+]c2c1,CCO
713.0,CCCCN1C(=CC=CC=CC2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CS(C)=O
,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1cc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)N=C1,CO
,CCN(CC)c1ccc2c(C)cc(C(C#N)=C3C=CN(CC(F)(F)F)C=C3)[o+]c2c1,ClCCl
,CCN(CC)c1ccc2c(-c3ccccc3B(O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,O
382.0,CCCCCCn1c2c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc31)-c1c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3n1CCCCCC)-c1c(c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3n1CCCCCC)-c1c-2c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2n1CCCCCC,ClCCl
,C[C@H](Cl)CC1=CC(=O)C2=C(C1=O)[C@H](OC=O)[C@@H](O)[C@H]1[C@@](C)(COC=O)CCC[C@]21C,CCO
,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)=NCCCCN(CCCN)CCCCN)C(CCC(O)=NCCCCN(CCCN)CCCCN)=C4C)c(C)c3C=C,O
,COC(=O)/C=C/c1c2nc(c(-c3cccc(OC)c3)c3ccc([nH]3)c(C=O)c3nc(c(-c4cccc(OC)c4)c4ccc1[nH]4)C=C3)C=C2,ClCCl
,CCC1=C(CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5CC)c(CC)c4CC)c(CC)c3CC,c1ccccc1
587.0,CCCCCCCC[N+](C)(CCCn1cc(C(=O)c2ccc3c(c2)C(C)(C)c2cc(N(C)C)ccc2-3)nn1)CCCS(=O)(=O)[O-],CC#N
386.0,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCN(CC)CC
520.0,CCCCNc1nc(/C=C/c2ccccc2)[n+]([O-])c2c1CCCC2,ClCCl
541.0,CCCCCCCCc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(CCCCCCCC)s5)c5nsnc45)c4ccc5c(-c6ccc(-c7ccc(CCCCCCCC)s7)c7nsnc67)cc(-c6ccc(-c7ccc(CCCCCCCC)s7)c7nsnc67)c6ccc3c4c65)c3nsnc23)s1,ClC(Cl)Cl
417.0,C(=C/c1cnccn1)\c1ccc2nccnc2c1,ClCCl
,O=C1C2=C(OC=CC2)C(=O)c2ccccc21,CO
,COc1c(O)cc(O)c2c(=O)c3cccc(O)c3n(C)c12,CO
,N#CC(=Cc1ccc(-c2ccc(N(c3ccc(Br)cc3)c3ccc(Br)cc3)cc2)s1)C(=O)O,CO
652.0,Cc1cc(/C=C/c2ccc(OCCN3CCCCC3)cc2)n2c1C(=C1C=CC(=[O+]CCN3CCCCC3)C=C1)c1c(C)cc(/C=C/c3ccc(OCCN4CCCCC4)cc3)n1[B-]2(F)F,CCO
,O=C(O)c1ccccc1-c1c2ccc(N3CCC3)cc2[o+]c2cc(N3CCC3)ccc12,CCO
495.0,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N
,COc1cc(C(=O)O)cc2oc3cc(C)cc(O)c3c(=O)c12,ClC(Cl)Cl
,Clc1cc(Cl)c(Cl)c(C(c2c(Cl)c(Cl)cc(Cl)c2Cl)c2c(Cl)c(Cl)c(C(c3c(Cl)c(Cl)cc(Cl)c3Cl)c3c(Cl)c(Cl)cc(Cl)c3Cl)c(Cl)c2Cl)c1Cl,ClC(Cl)Cl
,C=CCc1c(C)cc2oc3cc(OC)ccc3c(=O)c2c1OC,CO
647.0,F[B-]1(F)n2c(cc3oc4ccccc4c32)C(=C2C=CC(=[I+])C=C2)c2cc3oc4ccccc4c3n21,ClC(Cl)Cl
,N#Cc1cc(C(=O)O)c(Cc2ccccc2)nc1O,CCO
,C[N+](C)=C1C=CC(=CC=C2C=CN(CCCS([O])(=O)=O)c3ccccc32)C=C1,CO
486.0,F[B-]1(F)n2cccc2C(Oc2ccccc2)=C2C=CC=[N+]21,CO
,CCn1cc(C(=O)O)c(=O)c2c1C(=O)C1CC=CCC1C2=O,C1COCCO1
485.0,Cc1cc(C#Cc2ccc3c4cccc5cccc(c6cccc2c63)c54)cc(-c2nc(N(C)C)nc(N(C)C)n2)c1O,ClCCl
496.0,CC1(C)C=C(CS(=O)(=O)O)c2cc3cc(C(O)=NCCCCCC(=O)[O-])c(=O)oc3cc2N1CCCS(=O)(=O)O,O
,COc1ccc2c(c1)CCc1cc3n(c1-2)[B-](F)(F)n1c(cc2c1=C1C=CC(=[O+]C)C=C1CC2)=C3C(F)(F)F,ClCCl
498.0,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C)cc5)cc4)c(/C(=C(/c4ccccc4)c4cc(-c5ccc(-c6ccc(C)cc6)cc5)ccc4-c4ccc(-c5ccc(C)cc5)cc4)c4ccccc4)c3)cc2)cc1,C1CCOC1
389.0,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClC=C(Cl)Cl
,CCCCCCCCCCCC[N+]1=C(Cc2c(C(C#N)=C([O-])OCC)c(=O)c2=O)C(C)(C)c2ccccc21,CC#N
523.0,N#C/C(=C\C=C\c1ccc([N+](=O)[O-])cc1)c1ccccc1,CC#N
,CC(C)(C)CC(C)(C)c1ccc(Oc2cc3c4c(cc(Oc5ccc(C(C)(C)CC(C)(C)C)cc5)c5c6ccc(N(c7ccc(C(C)(C)CC(C)(C)C)cc7)c7ccc(C(C)(C)CC(C)(C)C)cc7)c7cccc(c2c45)c76)C(=O)OC3=O)cc1,ClCCl
442.0,CC1(C)[C@@H]2CC[C@]1(C)c1nc3cc(-c4cccs4)ccc3nc12,CCCCO
558.5,[N-]=[N+]=NCc1ccccc1C1=C2C=CC(c3ccc([N+](=O)[O-])cc3)=[N+]2[B-](F)(F)n2cccc21,CC#N
