smiles,solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,CCOC(=O)C,436,603,167,0.14,,
NCC(=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1)CN,C1CCOC1,441,615,174,0.1,,
NCC(=Cc1ccc(-[c-]2cccc2)s1)CN,CC(=O)C,555,,,,6500,3.8129
NCC(=Cc1ccc([N+](=O)[O-])cc1)CN,CO,310,,,,,
NCC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(C=C(CN)C(=O)O)s4)cc3)cc2)s1)C(=O)O,CCO,468,,,0.73,,
NCC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,C1CCOC1,476,,,0.65,,
NCC(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,CCO,441,,,0.73,,
NCC(=Cc1ccc(C=Cc2ccc(N3c4ccccc4C=Cc4ccccc43)cc2)s1)C(=O)O,C(Cl)Cl,498,,,0.68,,
NCC(=Cc1ccc(C=Cc2ccc(N3c4ccccc4CCc4ccccc43)cc2)s1)C(=O)O,C(Cl)Cl,467,,,0.69,,
NCC(=Cc1ccc(-c2c3ccccc3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc23)cc1)C(=O)O,C(Cl)Cl,464,568,104,0.76,,
NCC(=Cc1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,C1CCOC1,443,572,129,0.74,,
NCC(=Cc1ccc(-c2ccc(-[c-]3cccc3)s2)s1)CN,CC(=O)C,555,,,,10800,4.0334
NCC(=Cc1ccc(-c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O,C1CCOC1,456,570,114,0.76,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)s1)C(=O)O,C1CCOC1,459,566,107,0.73,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)s1)C(=O)O,CN(C)C=O,457,,,,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3n[se]nc23)s1)C(=O)O,C1CCOC1,502,,,0.67,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,C1CCOC1,491,,,0.66,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,C1CCOC1,472,,,0.64,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)s3)c3n[se]nc23)s1)C(=O)O,C1CCOC1,544,,,0.66,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)s3)c3nsnc23)s1)C(=O)O,C1CCOC1,541,,,0.69,,
NCC(=Cc1ccc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3nsnc23)s1)C(=O)O,C1CCOC1,445,557,112,0.68,,
NCC(=Cc1ccc(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c3nsnc23)s1)C(=O)O,C1CCOC1,474,589,115,0.69,,
NCC(=Cc1ccc(-c2ccc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c3nsnc23)s1)C(=O)O,C1CCOC1,459,560,101,0.73,,
NCC(=Cc1ccc(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)s1)C(=O)O,C1CCOC1,524,,,,40000,4.6021
NCC(=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1)CN,O,394,596,202,0.01,3256,3.5127
NCC(=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1)CN,O,388,609,221,0.01,2792,3.4459
NCC(=Cc1ccc(-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2)s1)CN,C1CCOC1,460,,,0.33,,
NCC(=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=C(CN)C(=O)O)s4)cc3)c3ccc(-c4ccc(C=C(CN)C(=O)O)s4)cc3)cc2)s1)C(=O)O,C(Cl)(Cl)Cl,484,,,0.63,,
NCC(=Cc1ccc(-c2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1)C(=O)O,C1CCOC1,447,,,0.67,,
NCC(=Cc1ccc(-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)s1)C(=O)O,C1CCOC1,411,,,0.7,,
NCC(=Cc1ccc(-c2ccc(N(c3ccc4c(c3)OCCO4)c3ccc4c(c3)OCCO4)cc2)o1)C(=O)O,C(Cl)Cl,502,601,99,0.71,,
NCC(=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)o1)CN,C(Cl)(Cl)Cl,509,618,109,0.19,36532,4.5627
NCC(=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,C(Cl)Cl,437,,,0.61,,
NCC(=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,C1CCOC1,415,,,0.7,,
NCC(=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)CN,C(Cl)(Cl)Cl,506,634,128,0.18,44126,4.6447
NCC(=Cc1ccc(-c2ccc(N3c4ccccc4C=Cc4ccccc43)cc2)s1)C(=O)O,C(Cl)Cl,470,,,0.72,,
NCC(=Cc1ccc(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)s1)C(=O)O,C(Cl)Cl,422,,,0.68,,
NCC(=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1)CN,O,429,652,223,,2336,3.3685
NCC(=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1)CN,CCO,430,632,202,0.0357,3920,3.5933
NCC(=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1)CN,C(Cl)Cl,436,612,176,0.016,4970,3.6964
NCC(=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1)CN,O,416,646,230,,2342,3.3696
NCC(=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)s1)CN,C(Cl)Cl,427,600,173,0.016,4060,3.6085
NCC(=Cc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,CCO,406,538,132,0.71,,
NCC(=Cc1ccc(-c2ccc3ccc4cccc5ccc2c3c45)s1)C(=O)O,C1CCOC1,483,,,,24900,4.3962
NCC(=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1)CN,O,443,635,192,0.01,,
NCC(=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1)CN,C(Cl)Cl,428,605,177,0.1325,4970,3.6964
NCC(=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1)CN,O,397,646,249,0.01,2323,3.366
NCC(=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1)CN,CCO,414,630,216,0.0956,3510,3.5453
NCC(=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1)CN,C(Cl)Cl,424,607,183,0.152,4560,3.659
NCC(=Cc1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1)C(=O)O,C(Cl)Cl,500,,,0.75,,
NCC(=Cc1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,C(Cl)Cl,535,,,0.65,,
NCC(=Cc1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)s3)c3nsnc23)cc1)C(=O)O,C(Cl)Cl,575,,,0.55,,
NCC(=Cc1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)s3)c3nsnc23)s1)C(=O)O,C(Cl)Cl,620,,,0.5,,
NCC(=Cc1ccc(-c2ncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,C(Cl)Cl,546,,,,,
NCC(=Cc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1)C(=O)O,C1CCOC1,377,536,159,0.71,,
NCC(=Cc1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1)CN,C(Cl)Cl,506,628,122,0.107,,
NCC(=Cc1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1)CN,CS(=O)C,499,657,158,0.074,,
NCC(=Cc1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1)CN,CC#N,491,644,153,0.06,,
NCC(=Cc1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1)CN,C1CCOC1,496,620,124,0.08,,
NCC(=Cc1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1)CN,CC1=CC=CC=C1,499,584,85,0.04,,
NCC(=Cc1ccc(CCc2ccc(N(c3ccccc3)c3ccccc3)cc2)c(CCc2ccc(N(c3ccccc3)c3ccccc3)cc2)c1)C(=O)O,C(Cl)(Cl)Cl,418,,,,,
NCC(=Cc1ccc(CCc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)C(=O)O,C(Cl)(Cl)Cl,375,548,173,0.64,,
NCC(=Cc1ccc(CCc2ccc(-n3c4ccccc4c4ccccc43)cc2)s1)C(=O)O,C(Cl)(Cl)Cl,409,555,146,0.63,,
NCC(=Cc1ccc(N(c2ccc(C=Cc3ccccc3)cc2)c2ccc(C=Cc3ccccc3)cc2)cc1)C(=O)O,CCO,424,,,0.74,,
NCC(=Cc1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc1)C(=O)O,CCO,410,,,0.73,,
NCC(=Cc1ccc(N(c2ccc(CCc3ccccc3)cc2)c2ccc(CCc3ccccc3)cc2)cc1)C(=O)O,CCO,410,,,0.73,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccc(C3=NC(c4ccc(-c5cccs5)cc4)C(c4ccc(-c5cccs5)cc4)N3)cc2)cc1)C(=O)O,CCO,411,,,0.55,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,C1CCOC1,365,537,172,0.64,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,CO,400,554,154,0.68,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,CC#N,373,509,136,0.73,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,C(Cl)Cl,378,531,153,0.63,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(Br)cc1,C1CCCCC1,409,,,,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2ccc3ccccc3c2)cc1,C1CCCCC1,412,,,,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,C1CCCCC1,419,,,,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(Cl)cc1,C1CCCCC1,409,,,,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C1CCCCC1,403,,,,,
NCC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1nc2ccc(C(=O)O)cc2[nH]1,CN(C)C=O,413,489,76,0.63,,
NCC(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)C(=O)O,CC#N,374,527,153,0.8,,
NCC(=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21)CN,C(Cl)Cl,436,533,97,,,
NCC(=Cc1ccc2c(c1)[nH]c1c3ccccc3sc21)CN,C(Cl)Cl,445,544,99,,,
NCC(=Cc1ccc2c(c1)c1cc(C=C(CN)CN)ccc1n2-c1cccc2ccccc12)CN,C(Cl)Cl,418,453,35,0.07,,
NCC(=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12)CN,C(Cl)Cl,406,480,74,0.04,,
NCC(=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12)CN,CC1=CC=CC=C1,402,445,43,0.16,,
NCC(=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12)CN,CC#N,395,503,108,0.09,,
NCC(=Cc1ccc2c(c1)c1ccccc1n2-c1cccc2ccccc12)CN,C(Cl)Cl,404,473,69,0.05,,
NCC(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1,C1CCOC1,412,,,,,
NCC(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,C1CCOC1,404,,,,,
NCC(=Cc1ccc2ccccc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,412,,,,,
NCC(=Cc1ccc2nc(CCc3ccc(N(c4ccc(CCc5nc6ccc(C=C(CN)CN)cc6s5)cc4)c4ccc(CCc5nc6ccc(C=C(CN)CN)cc6s5)cc4)cc3)sc2c1)CN,CC1=CC=CC=C1,440,512,72,0.61,54100,4.7332
NCC(=Cc1ccc2nc(CCc3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c1)CN,CC1=CC=CC=C1,457,535,78,0.47,35700,4.5527
NCC(=Cc1cccc(N(c2ccccc2)c2ccccc2)c1)C(=O)O,C1CCOC1,395,504,109,0.66,,
NCC(=Cc1cccc2ccccc12)c1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1,C1CCOC1,404,,,,,
NCC(=Cc1cccc2ccccc12)c1ccc(N(c2ccccc2)c2cccc3ccccc23)cc1,C1CCOC1,395,,,,,
NCC(=Cc1cccc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,400,,,,,
NCC(=Cc1ccccc1)c1ccc(N(c2ccccc2)c2ccc3ccccc3c2)cc1,C1CCOC1,402,,,,,
NCC(=Cc1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,397,,,,,
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CC1=CC=CC=C1,356,,,,23449,4.3701
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,C1COCCO1,346,,,,45272,4.6558
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,C1CCOC1,346,,,,30583,4.4855
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,C(Cl)(Cl)Cl,352,,,,35434,4.5494
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CCOC(=O)C,346,,,,40364,4.606
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CO,345,,,,30917,4.4902
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CCO,346,,,,38358,4.5839
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CN(C)C=O,347,,,,23617,4.3732
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)CN,CS(=O)C,343,,,,,
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CC1=CC=CC=C1,383,,,,,
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,CC1=CC=CC=C1,361,430,69,,27080,4.4326
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,C1CCOC1,354,427,73,,27244,4.4353
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,C1COCCO1,353,426,73,,42169,4.625
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,CCOC(=O)C,352,427,75,,29427,4.4687
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,C(Cl)(Cl)Cl,359,432,73,,21278,4.3279
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,C(Cl)Cl,357,430,73,,27235,4.4351
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,CCO,354,426,72,,25228,4.4019
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,CO,351,426,75,,27221,4.4349
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,CN(C)C=O,355,438,83,,20981,4.3218
NCC(=Cc1cn(-c2ccccc2)nc1-c1ccccc1)CN,CS(=O)C,356,443,87,,20343,4.3084
NCC(=CC1COc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc(COCCCCCCCCOCc3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OC(C=C(CN)C(=O)O)CO4)c2O1)C(=O)O,C(Cl)(Cl)Cl,488,,,0.73,,
NCC(=CC1COc2c(COCCCCCCCCOCc3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OCC(C=C(CN)C(=O)O)O4)sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2O1)C(=O)O,C(Cl)(Cl)Cl,501,,,0.72,,
NCC(=Cc1nc2ccc(CCc3ccc(N(c4ccc(CCc5ccc6nc(C=C(CN)CN)sc6c5)cc4)c4ccc(CCc5ccc6nc(C=C(CN)CN)sc6c5)cc4)cc3)cc2s1)CN,CC1=CC=CC=C1,480,594,114,0.29,45700,4.6599
NCC(=Cc1sc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c1OC(COCCCCCCCCOCC1COc3c(C=C(CN)C(=O)O)sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3O1)CO2)C(=O)O,C(Cl)(Cl)Cl,494,,,0.75,,
NCC(=CNc1cccc(F)c1)CN,CS(=O)C,319,,,,,
NCC(=O)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,O,491,515,24,,,
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CC1=CC=CC=C1,526,580,54,,43346,4.6369
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,C1CCOC1,527,602,75,,34987,4.5439
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,C(Cl)(Cl)Cl,538,599,61,,37015,4.5684
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CCOC(=O)C,523,600,77,,34702,4.5404
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CC(=O)C,535,619,84,,43346,4.6369
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CC#N,540,622,82,,43674,4.6402
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CO,541,613,72,,45555,4.6585
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CN(C)C=O,550,629,79,,43891,4.6424
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CC1=CC=CC=C1,508,570,62,0.373,50000,4.699
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,C1COCCO1,507,601,94,0.3347,44886,4.6521
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CCOC(=O)C,505,615,110,0.1174,43923,4.6427
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CC(=O)C,508,643,135,0.0023,43021,4.6337
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CC#N,508,652,144,0.0001,39712,4.5989
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CN(C)C=O,520,653,133,0.0021,37004,4.5682
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,CC1=CC=CC=C1,493,577,84,,50100,4.6998
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,C1CCOC1,485,617,132,,48235,4.6834
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,C(Cl)(Cl)Cl,502,615,113,,48826,4.6887
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,CCOC(=O)C,482,611,129,,49910,4.6982
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,CC(=O)C,485,644,159,,49603,4.6955
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,CN(C)C=O,493,652,159,,50448,4.7028
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC1=CC=CC=C1,487,574,87,0.1322,24859,4.3955
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C1COCCO1,480,610,130,0.105,31932,4.5042
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C(Cl)Cl,481,599,118,0.0644,35108,4.5454
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C(Cl)(Cl)Cl,502,619,117,0.2063,33795,4.5289
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCOC(=O)C,478,620,142,0.0878,38242,4.5825
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC(=O)C,481,652,171,0.0031,44129,4.6447
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CO,484,631,147,0.0008,35701,4.5527
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCO,490,630,140,0.0035,41503,4.6181
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CC#N,481,659,178,0.0006,50312,4.7017
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CN(C)C=O,490,654,164,0.0016,36294,4.5598
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CC1=CC=CC=C1,396,,,,37341,4.5722
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,C1COCCO1,391,,,,41651,4.6196
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,C1CCOC1,394,,,,25983,4.4147
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,C(Cl)(Cl)Cl,397,,,,39784,4.5997
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CCOC(=O)C,390,,,,43665,4.6401
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CO,391,,,,48224,4.6833
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CCO,393,,,,38250,4.5826
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CN(C)C=O,399,,,,20475,4.3112
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1ccccc1,CS(=O)C,402,,,,23906,4.3785
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CC1=CC=CC=C1,405,460,55,,21542,4.3333
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C1CCOC1,402,459,57,,30068,4.4781
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C1COCCO1,399,461,62,,28542,4.4555
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CCOC(=O)C,399,487,88,,40239,4.6046
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C(Cl)(Cl)Cl,406,488,82,,39667,4.5984
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C(Cl)Cl,403,489,86,,46769,4.67
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CCO,402,497,95,,34666,4.5399
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CO,397,496,99,,35705,4.5527
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CN(C)C=O,405,504,99,,37715,4.5765
NCC(CN)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CS(=O)C,409,509,100,,41645,4.6196
NCC(CN)=C(C=Cc1c[nH]c2ccccc12)c1ccc(N)cc1,CO,447,,,,,
NCC(CN)=C(C=Cc1cccnc1)c1ccc(N)cc1,CO,443,,,,,
NCC(CN)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC1=CC=CC=C1,374,439,65,,,
NCC(CN)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)(Cl)Cl,381,491,110,,,
NCC(CN)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC(=O)C,370,506,136,,,
NCC(CN)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,374,515,141,,,
